"project_id","date","species","samples","n_profiles"
"PR-00001491",2008-07-15,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001491",2008-12-04,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001497",2000-02-29,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001497",2000-10-26,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00001497",2000-12-06,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001497",2001-02-12,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001497",2001-03-20,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001497",2001-07-26,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001497",2001-09-03,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001497",2001-11-21,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001497",2001-12-12,"Methicillin-Susceptible Staphylococcus aureus",4,1
"PR-00001497",2002-02-19,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001497",2002-03-19,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001497",2002-03-20,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001497",2002-04-10,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001497",2003-06-02,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001497",2003-12-09,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001497",2004-05-28,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001497",2004-07-27,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001497",2004-08-08,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001497",2005-09-09,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001497",2006-05-12,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001497",2006-08-10,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001497",2006-11-09,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001497",2007-11-06,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001497",2008-03-13,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001498",2008-03-14,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001498",2008-03-21,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001498",2008-07-03,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001498",2009-03-23,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001501",2003-04-26,"Methicillin-Resistant Staphylococcus aureus",3,2
"PR-00001501",2003-04-30,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001501",2007-10-19,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001503",2005-09-26,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001503",2005-11-23,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001503",2005-12-28,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00001503",2006-02-13,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001523",2000-04-27,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001523",2000-08-22,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001523",2000-09-08,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001523",2001-08-23,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001523",2001-08-29,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001523",2002-03-04,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001523",2003-05-11,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001523",2003-11-05,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001523",2004-06-14,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00001523",2005-01-20,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001523",2008-03-13,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001523",2011-06-01,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001523",2011-07-25,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00001523",2011-08-09,"Methicillin-Resistant Staphylococcus aureus",4,2
"PR-00001523",2011-09-12,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00001523",2011-11-03,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00001531",2000-03-28,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001537",2000-03-01,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001537",2002-07-01,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001537",2002-10-07,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001537",2002-11-04,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00001537",2002-12-02,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00001537",2003-04-07,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00001537",2003-05-13,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001537",2003-07-07,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001537",2003-11-03,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001537",2004-01-05,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001537",2004-02-02,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001537",2004-03-08,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001537",2004-04-05,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001537",2004-08-02,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001537",2004-12-06,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001537",2005-01-03,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00001537",2005-02-07,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001537",2005-05-03,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00001537",2005-06-01,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001537",2005-08-10,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001537",2005-11-02,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001537",2005-12-05,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001537",2006-10-09,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001538",2013-05-25,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00001538",2013-05-28,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001538",2013-06-02,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001538",2013-12-16,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001538",2014-07-05,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00001538",2014-12-13,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001539",2008-03-13,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001539",2008-10-08,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001544",2000-08-25,"Methicillin-Susceptible Staphylococcus aureus",5,1
"PR-00001544",2007-10-10,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001544",2008-05-28,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001544",2013-08-27,"Methicillin-Susceptible Staphylococcus aureus",4,1
"PR-00001544",2014-01-07,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001552",2003-05-20,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001552",2008-04-12,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001553",2006-10-10,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001553",2007-08-28,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001553",2010-08-31,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001553",2012-01-31,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00001553",2013-08-05,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00001555",2005-08-05,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001557",2004-07-20,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001557",2004-12-08,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001557",2005-08-18,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00001557",2007-10-09,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001557",2008-02-22,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001557",2010-06-15,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00001557",2011-04-19,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001557",2013-10-30,"Methicillin-Resistant Staphylococcus aureus",3,2
"PR-00001569",2010-07-19,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001579",2000-06-30,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001579",2001-02-18,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001579",2002-04-19,"Methicillin-Susceptible Staphylococcus aureus",5,1
"PR-00001579",2003-03-29,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001579",2003-10-03,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00001579",2004-02-13,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001579",2004-11-19,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00001583",2001-03-12,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001583",2001-07-02,"Methicillin-Susceptible Staphylococcus aureus",5,1
"PR-00001583",2001-07-20,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001583",2001-07-20,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001583",2001-07-24,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00001583",2001-07-24,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001583",2002-01-04,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001583",2002-01-18,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001583",2002-11-23,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001583",2003-09-08,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001583",2004-02-11,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001586",2000-11-20,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001589",2012-07-09,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001591",2004-02-20,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001591",2004-02-21,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001597",2006-11-21,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001606",2000-03-21,"Methicillin-Susceptible Staphylococcus aureus",6,1
"PR-00001606",2004-04-29,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001606",2005-05-24,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001610",2000-05-23,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001611",2000-06-14,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001620",2002-07-16,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001625",2000-09-14,"Methicillin-Susceptible Staphylococcus aureus",9,1
"PR-00001625",2000-11-28,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001625",2000-11-30,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001625",2001-01-02,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00001625",2004-09-21,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001635",2005-10-25,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00001635",2005-11-11,"Methicillin-Resistant Staphylococcus aureus",7,1
"PR-00001636",2004-05-07,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001636",2004-05-09,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001636",2005-01-22,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001641",2000-03-29,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001641",2000-10-02,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001641",2001-06-27,"Methicillin-Susceptible Staphylococcus aureus",6,1
"PR-00001641",2002-01-03,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001641",2002-04-12,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00001641",2003-12-08,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001641",2004-11-16,"Methicillin-Resistant Staphylococcus aureus",6,1
"PR-00001641",2005-06-10,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001643",2000-10-25,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001645",2000-02-08,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001658",2000-05-19,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001659",2003-05-29,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001664",2006-06-14,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001665",2004-06-04,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001667",2000-04-27,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001667",2000-07-27,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00001667",2000-07-27,"Methicillin-Susceptible Staphylococcus aureus",4,1
"PR-00001667",2000-11-01,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001667",2001-05-16,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001667",2002-04-08,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001667",2002-08-28,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001667",2003-06-29,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00001667",2003-09-17,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00001667",2003-09-17,"Methicillin-Susceptible Staphylococcus aureus",5,1
"PR-00001667",2004-06-10,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00001667",2004-08-20,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00001667",2005-10-12,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001667",2006-09-21,"Methicillin-Susceptible Staphylococcus aureus",13,1
"PR-00001667",2006-09-21,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00001676",2007-09-25,"Methicillin-Susceptible Staphylococcus aureus",5,1
"PR-00001681",2001-12-02,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001686",2000-02-22,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001688",2000-02-07,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001692",2003-08-11,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001692",2003-09-02,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001692",2006-06-13,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001692",2007-01-29,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00001692",2007-04-16,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001692",2007-11-05,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00001692",2008-08-04,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001692",2009-04-27,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001692",2009-06-08,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001692",2009-06-18,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00001692",2010-01-13,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001692",2011-04-12,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00001692",2011-11-28,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001692",2012-01-18,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00001696",2000-06-13,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001696",2008-07-17,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001699",2014-05-07,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001702",2003-06-06,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001702",2004-08-18,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001702",2007-10-17,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001705",2003-05-22,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001705",2003-05-23,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001709",2007-08-31,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001712",2002-08-31,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001712",2008-01-02,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00001713",2000-05-31,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001721",2000-03-22,"Methicillin-Susceptible Staphylococcus aureus",5,1
"PR-00001721",2000-06-20,"Methicillin-Susceptible Staphylococcus aureus",7,1
"PR-00001721",2000-06-22,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001721",2000-06-22,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001721",2000-11-07,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001721",2001-06-28,"Methicillin-Resistant Staphylococcus aureus",7,1
"PR-00001721",2001-06-28,"Methicillin-Susceptible Staphylococcus aureus",4,1
"PR-00001721",2001-08-15,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00001721",2001-09-19,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001721",2002-02-13,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001721",2002-09-05,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00001721",2003-03-03,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001721",2004-03-04,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001721",2004-08-03,"Methicillin-Susceptible Staphylococcus aureus",4,2
"PR-00001721",2008-07-08,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001721",2009-10-13,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00001721",2010-06-01,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00001721",2010-11-02,"Methicillin-Resistant Staphylococcus aureus",7,1
"PR-00001721",2011-11-29,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001721",2013-09-17,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00001725",2001-01-07,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001725",2001-01-08,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001725",2001-06-07,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001732",2010-02-28,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001732",2011-05-20,"Methicillin-Susceptible Staphylococcus aureus",6,1
"PR-00001732",2011-05-23,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001732",2012-05-07,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001733",2004-09-01,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001733",2004-09-08,"Methicillin-Susceptible Staphylococcus aureus",6,2
"PR-00001733",2005-09-15,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001733",2006-09-27,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001733",2007-09-13,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001733",2008-09-01,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001734",2002-04-23,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001734",2002-04-27,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001736",2009-02-05,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001738",2002-06-13,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001738",2002-06-26,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001742",2000-03-27,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001742",2000-10-27,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001755",2010-12-22,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001763",2005-08-22,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001764",2004-02-13,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001764",2004-05-14,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001764",2005-04-15,"Methicillin-Susceptible Staphylococcus aureus",4,2
"PR-00001764",2005-05-14,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001764",2009-08-03,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001769",2004-03-02,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001775",2000-10-02,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001778",2000-11-20,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001778",2003-02-12,"Methicillin-Susceptible Staphylococcus aureus",7,1
"PR-00001778",2006-10-09,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001778",2006-10-10,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001778",2006-10-15,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001778",2007-05-02,"Methicillin-Susceptible Staphylococcus aureus",4,1
"PR-00001782",2003-07-05,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001784",2000-05-05,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001784",2000-05-08,"Methicillin-Susceptible Staphylococcus aureus",5,1
"PR-00001785",2015-04-20,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001789",2006-12-21,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001790",2003-04-13,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001793",2001-11-13,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001796",2000-04-12,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001796",2001-10-17,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001807",2003-09-23,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001809",2003-01-17,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001809",2003-12-12,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001810",2003-03-19,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001810",2003-09-08,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001810",2004-03-26,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001810",2006-08-29,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001810",2006-10-10,"Methicillin-Susceptible Staphylococcus aureus",4,1
"PR-00001823",2004-09-23,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001824",2003-01-09,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001830",2001-12-19,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001830",2003-11-06,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001833",2001-07-10,"Methicillin-Susceptible Staphylococcus aureus",4,1
"PR-00001839",2003-02-06,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00001840",2001-06-20,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001841",2002-09-23,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001852",2001-04-10,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001868",2000-04-17,"Methicillin-Resistant Staphylococcus aureus",3,2
"PR-00001868",2000-04-26,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001869",2013-06-12,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001869",2013-12-18,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001870",2000-12-20,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001871",2000-11-24,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001888",2004-03-17,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001888",2004-06-16,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001899",2000-02-08,"Methicillin-Susceptible Staphylococcus aureus",4,1
"PR-00001899",2005-06-28,"Methicillin-Susceptible Staphylococcus aureus",4,2
"PR-00001899",2006-09-05,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001902",2005-06-27,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001904",2004-04-30,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00001905",2001-09-19,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001910",2000-04-05,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001910",2000-04-27,"Methicillin-Susceptible Staphylococcus aureus",4,2
"PR-00001910",2000-05-18,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00001910",2000-10-11,"Methicillin-Susceptible Staphylococcus aureus",4,1
"PR-00001910",2001-01-11,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001910",2001-04-19,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001910",2001-06-07,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001910",2001-08-22,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001910",2001-10-18,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001910",2001-10-25,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001910",2001-11-07,"Methicillin-Susceptible Staphylococcus aureus",4,2
"PR-00001910",2001-11-19,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001910",2001-11-27,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001910",2001-12-17,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001910",2002-01-29,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001910",2002-04-04,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001910",2002-06-16,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001910",2002-09-15,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001910",2002-10-23,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001910",2002-11-13,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001910",2002-11-21,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00001910",2003-05-11,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001910",2003-10-08,"Methicillin-Susceptible Staphylococcus aureus",5,1
"PR-00001910",2003-10-15,"Methicillin-Susceptible Staphylococcus aureus",4,1
"PR-00001910",2003-12-02,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001910",2004-08-18,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001913",2000-02-23,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001913",2001-06-12,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001913",2001-09-12,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001913",2001-11-25,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001913",2002-11-13,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001913",2003-01-07,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00001913",2003-04-07,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00001913",2003-08-13,"Methicillin-Susceptible Staphylococcus aureus",6,1
